id,preco
7.63501E+35,82342.23
2.63072E+38,73284.76
2.51188E+38,106312.414
2.54288E+38,90447.586
2.8632E+38,102254.43
1.81564E+37,209390.48
1.324E+38,154143.98
1.03484E+38,116526.78
3.91227E+36,151529.56
2.89443E+38,166196.19
7.81076E+37,121131.234
3.56306E+37,111493.086
1.80495E+38,129166.914
3.10808E+38,115586.98
2.81413E+38,119423.62
1.15835E+38,211218.19
5.7318E+36,284858.3
2.56716E+38,157731.03
2.87092E+38,91189.63
3.42602E+37,133539.22
1.29712E+38,138336.23
6.38134E+37,109764.2
2.33958E+38,115997.016
1.38509E+38,91862.99
1.71763E+38,126793.18
7.12274E+36,137608.97
3.29319E+37,85368.85
2.30483E+38,75165.34
3.15767E+38,109362.836
3.01104E+38,87751.15
2.27511E+38,86887.695
2.28659E+38,95194.58
6.80868E+37,157489.48
1.69041E+38,89542.4
1.49581E+38,141115.81
6.62524E+37,129118.805
2.6286E+38,110606.87
3.1783E+38,96011.45
2.48878E+37,94142.53
2.30199E+38,133644.4
7.4012E+37,122905.61
1.44734E+38,181998.38
1.42405E+38,133626.44
1.73325E+38,105773.086
1.55561E+38,139067.23
8.60264E+37,71784.74
2.29257E+38,65077.68
2.49214E+38,143905.72
8.34732E+37,110104.1
1.8058E+38,107154.9
2.5949E+38,75122.05
1.20796E+38,182314.25
2.41431E+38,105037.73
5.30918E+37,219622.86
1.71977E+38,143055.02
2.01915E+38,92049.914
8.40594E+37,91196.945
3.28387E+38,174404.9
1.71544E+37,159844.84
1.92E+38,109875.61
1.80082E+38,103411.73
2.53986E+38,76570.57
8.20363E+37,91067.32
3.3392E+38,86669.3
3.13705E+38,84624.57
2.15781E+38,150299.22
3.23576E+38,254096.12
2.12667E+37,217781.81
1.86278E+38,154662.9
1.18654E+38,87739.445
1.78402E+38,102469.23
1.41116E+37,63030.977
3.25687E+38,131049.12
3.38873E+38,104389.266
2.45441E+38,91200.85
3.99228E+36,116670.82
1.77918E+38,130059.42
3.07183E+38,155244.6
3.35471E+38,82952.57
2.03204E+38,87780.24
1.34385E+38,90237.96
6.54069E+36,188943.28
2.0324E+38,144407.88
3.93765E+37,127575.52
3.33343E+38,115000.4
2.16088E+38,60111.902
2.94256E+38,117640.36
2.49325E+38,155629.62
2.27935E+38,66102.46
1.57502E+38,86186.945
2.97126E+38,61661.297
8.7136E+37,94152.99
1.99891E+38,44450.707
1.02123E+38,228103.56
2.37512E+38,134665.45
3.09843E+37,91852.984
1.26374E+38,65101.484
3.17467E+38,96402.414
5.28652E+37,131791.66
8.69842E+37,117142.555
1.14417E+38,96284.625
4.95003E+37,99468.37
1.54652E+37,145098.94
3.07334E+38,153771.03
2.28144E+38,104364.37
2.87139E+38,103966.85
8.99144E+37,133719.78
1.57725E+38,109357.52
2.10561E+38,151509.12
9.53346E+36,90892.32
3.61555E+37,84747.1
2.34127E+38,94620.84
2.80305E+38,137544.38
2.06681E+38,98805.18
3.3882E+38,111871.305
2.0471E+38,162089.12
9.08754E+37,157676.4
2.75476E+38,146491.4
1.35799E+38,76339.914
1.64677E+37,166392.4
1.54738E+38,193623.31
2.75776E+38,55673.484
6.04521E+37,96565.445
5.5574E+37,90484.164
2.53718E+38,123220.555
3.14065E+38,89862.99
1.8957E+38,117337
2.38253E+37,85509.266
2.02301E+38,176024.53
1.0424E+38,80574.055
1.18155E+38,102831.84
2.55279E+38,81716.664
2.05713E+38,93954.6
2.71568E+38,106481.04
8.35003E+37,120914.75
1.99826E+38,121097.81
3.55037E+37,180762.23
1.36745E+38,233237.6
1.46461E+37,215907.66
1.75457E+38,89567.9
1.71887E+38,63780.883
5.5752E+36,119087.71
1.11244E+37,108993.62
2.78013E+38,126728.195
1.27163E+38,69063.13
3.02696E+38,119885.61
3.39163E+38,49425.883
2.5318E+38,113249.27
1.07541E+38,132025.97
2.02747E+38,102695.19
1.98479E+38,275431.3
2.86843E+38,138507.03
1.43789E+38,148620.84
7.82019E+37,114667.04
7.15398E+37,31124.275
1.23838E+38,116808.586
1.65334E+38,72852.41
1.64848E+38,115467.86
1.01135E+38,198394.94
1.41374E+38,70933.77
5.15014E+37,128968.22
3.33099E+38,83461.34
8.02344E+37,159807.11
2.97673E+38,66502.3
2.04725E+38,112506.234
1.64733E+38,110237.805
6.54454E+37,62813.957
1.25195E+38,73502.97
2.81258E+38,111390.336
7.27602E+37,214864.33
1.44585E+38,83176.195
1.09409E+38,102478.97
6.6976E+37,66815.53
1.15854E+38,122516.01
2.32721E+38,82647.13
3.23041E+38,110526.266
1.89571E+38,86092.164
2.7883E+38,133644.81
3.00984E+38,203552.95
1.73248E+38,119518.05
1.2904E+38,133751.72
1.46454E+38,87527.89
1.29593E+38,73137.6
5.51787E+37,86824.26
1.88552E+38,89072.49
6.87388E+37,52780.086
1.4365E+38,56115.066
2.17143E+38,81887.98
2.85858E+38,235516.81
1.35308E+38,75185.07
2.90335E+36,132961.03
2.35485E+38,128860.82
2.96017E+38,162631.5
2.1293E+38,151234.33
4.47921E+37,84822.98
2.4968E+38,110299.57
1.88132E+38,150149.12
2.43258E+38,171444.45
2.97502E+38,56964.227
2.04841E+37,131884.22
2.53948E+38,181202.44
9.82006E+37,117573.59
1.41228E+37,99133.195
2.08598E+38,81022.88
2.98476E+38,52036.367
2.58879E+36,139334.52
9.71263E+36,178150.61
4.2967E+37,132318.38
3.3181E+38,129190.12
2.85315E+38,84445.49
1.47573E+38,107397.57
1.73652E+38,53062.523
2.28353E+37,83609.58
1.63336E+38,130712.445
7.95809E+37,171227.69
1.80937E+37,102081.875
1.63127E+38,246866.36
8.26993E+37,68136.86
1.19898E+38,79105.31
6.81201E+37,122405.625
5.44996E+37,111903.805
6.31512E+37,157666.83
1.45334E+38,145381
3.36203E+38,88099.586
8.02766E+37,98008.445
2.1151E+38,107067.92
7.80286E+37,155671.23
1.13814E+38,172108.75
4.29769E+36,134836.42
2.36243E+37,51601.383
4.04001E+37,92206.92
9.05894E+37,91868.336
6.49303E+37,86670.8
3.19958E+38,157223.16
1.85473E+38,98133.734
1.9828E+38,98167.336
2.91324E+38,151157.28
2.52398E+38,65595.664
1.61514E+38,125382.84
1.33942E+38,139296.47
2.36699E+38,115179.86
2.20897E+38,87636.96
1.25219E+38,106717.414
2.25236E+38,63584.867
1.02867E+38,170059.5
3.34672E+38,165501.11
2.02239E+38,232573.95
2.94826E+38,97233.4
1.34054E+38,67913.414
6.95661E+37,238820.52
1.50522E+38,123329.35
7.22508E+37,95366.945
1.49744E+38,96035.6
9.63372E+37,160060.28
1.01203E+38,137260.66
3.12483E+37,70281.57
2.35397E+37,214373.47
1.19322E+38,122638.62
1.60148E+38,56264.4
1.75024E+38,62114.004
2.61524E+38,135082.08
1.28976E+38,290278.38
2.33049E+38,117208.87
1.74511E+38,114536
2.26726E+38,118717.62
3.76525E+37,174012.53
2.08215E+38,107797.33
2.4105E+38,215447.72
3.09355E+38,151481.81
2.10729E+38,157791.53
2.51084E+38,126354.7
3.25887E+37,110667.62
1.86179E+38,77131.01
2.7857E+37,107473.38
3.29445E+38,84794.71
6.02857E+37,137900.84
2.39905E+38,117589.08
2.31651E+38,77298.29
3.21483E+38,85769.805
9.06219E+37,80150.01
2.7664E+38,84338.195
3.55996E+37,90502.69
2.72428E+38,60193.207
1.38274E+37,84600.82
2.79109E+38,127160.13
3.21479E+38,162201.53
1.74227E+38,191957.73
1.82866E+38,47654.35
1.72438E+38,103014.52
2.82031E+38,85762.27
8.24285E+37,163418.16
6.10241E+37,90365.79
9.64338E+37,121150.22
3.12463E+37,84723.664
2.45585E+38,117262.55
2.37395E+38,117682.12
3.34096E+38,243874.44
3.06267E+38,100928.59
2.5186E+38,99332.35
2.51654E+38,190315.67
2.9162E+38,112940.09
3.2708E+38,123862.82
2.44422E+38,237921.34
1.70463E+38,128324.695
2.57989E+38,42201.566
3.31374E+38,116371.46
2.3073E+37,111032.84
4.29974E+37,110074.5
6.32981E+37,83412.26
2.97498E+38,276736.3
3.03445E+38,65725.97
3.22861E+38,106623.984
4.85271E+37,124177.18
7.51175E+37,96144.37
1.16019E+38,63697.08
1.35383E+38,146014.9
4.75741E+37,86700.16
6.45979E+36,138213.92
9.51069E+37,138707.94
2.87826E+37,119163.836
2.62978E+38,78968.18
1.74071E+38,72588.695
1.24672E+38,230060.78
2.69337E+38,138335.53
2.09259E+38,143283.38
1.39371E+38,82021.4
2.89941E+37,143517.81
2.93258E+38,118006.25
2.72382E+38,190222.83
3.07874E+38,211689.62
1.14022E+38,169691.97
8.5436E+37,165883.16
1.0312E+38,107137.65
3.14562E+38,78659.04
2.39142E+38,189707.56
7.6698E+37,167226.06
2.64305E+38,40963.977
1.31552E+38,94501.13
1.98837E+38,148721.88
1.59709E+38,140555.78
2.40436E+38,51688.812
2.37164E+37,81133.664
2.97199E+38,83893.3
1.97441E+38,88756.914
1.80746E+38,95335.32
1.1999E+38,110457.87
6.9458E+36,90701.68
6.31047E+37,104678.23
2.68014E+38,89849.85
8.20193E+36,159427
2.93424E+38,154550.17
1.97527E+38,112404.67
2.41005E+38,108791.016
2.47539E+38,128062.54
2.02615E+38,181779.25
2.92922E+38,147205.44
1.02147E+38,61977.203
2.04595E+38,143262.67
1.64466E+38,95215.055
3.13502E+38,113329.625
2.35769E+38,90658.9
5.54824E+37,96654.67
2.7451E+38,133318.94
2.62354E+38,80267.76
2.25179E+38,124828.766
2.04835E+38,130840.42
1.20968E+38,102395.51
6.93845E+37,138431.95
1.72354E+38,147165.56
9.36644E+37,178295.67
3.36962E+38,97479.81
2.23211E+38,127923.63
1.87613E+38,153184.28
2.96797E+38,160870.77
2.96694E+38,74881.555
6.26689E+37,93024.51
5.83136E+36,154673.52
2.6352E+38,57546.152
9.3913E+37,214525.45
1.87792E+38,117470.83
7.71937E+37,82579.71
9.32449E+37,132045.06
4.55543E+37,100269.77
1.45628E+38,185693.97
2.76147E+38,117013.79
1.0181E+38,134821.77
3.2365E+38,124093.67
2.40863E+38,123959.1
1.7326E+38,115473.055
2.10906E+38,135160.3
1.28124E+38,172116.03
5.53311E+37,140595.67
4.89247E+37,199775.84
9.82245E+37,91682.945
1.46074E+37,172078.06
1.67709E+38,268770.8
2.81031E+38,84780.99
3.1715E+38,206048.62
1.11874E+38,144705.03
2.17329E+37,95520.98
1.79559E+38,77121.805
2.56603E+38,120104
2.28377E+37,95977.46
1.53159E+38,189708.28
6.80466E+37,110207.2
5.46715E+37,147812.39
9.07335E+37,106398.88
7.48298E+37,107057.445
1.137E+38,100902.805
3.09367E+37,175991.69
2.86718E+38,88210.89
5.30409E+37,119403.55
2.27799E+38,97648.086
1.05985E+38,154924.62
1.36217E+38,101894.04
3.13924E+38,85595.57
2.56536E+38,104517.09
1.61277E+38,164355.7
1.93023E+38,113039.84
4.51238E+36,180972.84
2.41452E+38,198904.6
3.33138E+38,79085.04
1.22104E+36,139455.72
1.7693E+37,109244.1
2.33875E+38,159893.78
2.94239E+37,86734.11
1.23067E+38,181992.28
6.75764E+37,139683.97
3.36003E+38,105061.35
7.09511E+37,104155.57
1.51224E+38,59657.492
1.46804E+38,104971.35
2.54871E+37,234648.47
3.06159E+38,216571.81
2.33292E+38,180047.19
1.0365E+38,74418.26
2.7042E+38,105749.54
1.53144E+38,125124.02
2.30243E+38,136501.25
3.19099E+38,211018.73
1.46493E+38,114257.695
1.63251E+38,130930.305
2.53009E+37,86931.97
5.56332E+37,202585.16
4.91994E+37,126163.07
2.32358E+38,98230.01
1.79483E+38,119213.67
2.9373E+37,97922.016
1.07535E+38,125169.11
1.20572E+38,72301.914
7.42116E+36,91902.555
2.38932E+38,138097.67
2.0274E+38,179836.31
1.66893E+37,178495.28
1.48012E+38,166516.55
1.28134E+38,78395.65
1.67571E+38,102030.4
1.84011E+38,93310.766
1.69465E+38,86698.555
1.30362E+38,74192.76
3.31939E+38,152293.33
8.75695E+37,161809.47
2.30771E+38,119572.77
2.67367E+38,67857.664
1.99926E+38,126654.33
2.66969E+38,155884.53
1.67826E+38,73227.484
1.08079E+38,66644.664
9.16841E+36,143748.66
2.20379E+38,85086.875
8.54098E+37,227205.1
1.08316E+38,109274.4
1.38179E+38,94662.99
1.09449E+38,111775.836
4.81017E+37,225627
2.32801E+38,117290.6
1.12834E+38,92262.57
9.38482E+36,78973.336
3.15098E+38,102910.9
3.12988E+38,112349.586
2.83651E+38,100562.81
1.91707E+38,135515.47
1.06127E+38,111492.46
2.62258E+38,79081.37
2.55899E+38,147768.34
1.14164E+38,91775.85
3.01846E+38,111101.805
9.23991E+37,111912.98
1.58805E+38,140963.39
3.18699E+38,119935.25
2.97114E+38,152523.16
2.00475E+38,215464.56
2.23365E+38,79248.86
3.2426E+38,102072.05
3.04251E+38,80281.49
8.59377E+37,148076.44
1.08989E+38,168929.34
4.78488E+37,88862.07
2.62531E+38,109886.79
8.56559E+37,115622.15
2.98185E+38,102662.5
9.54088E+37,179120.9
1.22922E+38,96329.695
6.18358E+36,86167.266
2.74289E+38,86671.21
3.47268E+37,89001.34
8.45865E+37,177040.64
1.2072E+38,125008.62
1.77428E+38,67407.55
1.15727E+38,92576.766
3.39529E+38,92274.07
1.12279E+38,79809.76
1.50656E+38,96889.234
2.05141E+38,158440.16
1.43223E+38,49762.46
2.22242E+38,120537.81
1.85476E+38,111317.055
2.47943E+37,161496.4
1.70387E+38,115647.96
8.95993E+37,288650.22
1.32628E+38,124467.42
2.09256E+38,187398.97
2.99146E+38,121195.82
9.214E+37,90840.086
2.26355E+38,119386.336
1.11624E+38,70470.25
4.62376E+37,87906.16
6.16955E+37,141095.12
1.17251E+38,156437.08
1.62615E+38,90580.42
1.82561E+37,159132.02
6.26546E+37,162431.5
1.34203E+38,101019.055
2.14664E+37,102872.43
1.97898E+38,132257.88
2.18823E+38,153692.34
1.92658E+38,84902.34
2.23774E+38,104542.98
1.52491E+37,159469.6
1.30656E+38,141571.31
1.66392E+38,132382.2
2.80509E+38,85287.38
5.02238E+37,127746.88
4.39258E+37,156123.27
3.37502E+38,73048.43
2.88295E+38,113243.18
2.80534E+38,115447.445
2.5812E+38,61321.043
9.77283E+36,201285.69
6.62201E+37,78342.45
1.10727E+38,109929.37
3.2746E+38,178383.81
1.80902E+38,112566.4
1.95646E+38,76982.086
1.09843E+37,157635.6
7.68851E+37,92293.016
5.5137E+37,71756.65
7.67618E+37,70131.43
2.62778E+38,97613.61
1.07836E+38,167649.16
1.64707E+38,113385.48
1.45637E+38,178615.1
9.00116E+37,84904.66
3.20131E+37,92610.41
5.81323E+37,83644.086
2.60299E+38,160477.61
1.84335E+38,208489.06
2.85609E+38,154708.64
2.51286E+38,198982.8
3.02864E+38,82972.04
2.10196E+38,67507.29
1.76243E+38,164909.06
3.05349E+38,111374.63
3.06131E+38,157916.19
1.7793E+38,42713.926
6.47585E+37,100403.164
1.26258E+38,121160.695
4.55504E+37,134131.6
2.89637E+38,93682.68
2.31679E+38,60778.297
1.91391E+38,114358.27
4.99099E+37,94142.12
3.36904E+38,69127.27
4.04368E+37,146765.84
2.10353E+38,140084.27
2.08928E+38,93799.01
6.82286E+37,136894.17
3.07748E+38,119997.21
8.37556E+36,117504.984
1.66716E+38,86832.74
1.20657E+38,69924.73
8.89083E+37,110229.54
2.62496E+38,87402.586
1.36803E+38,58987.906
2.83058E+38,42037.43
3.12016E+38,191463.9
1.19763E+38,134256.52
2.56906E+37,118736.41
1.92828E+38,112819.695
1.51241E+38,93057.055
1.40626E+38,178136.28
1.66242E+37,209978.44
2.16139E+37,105424.57
2.43552E+38,120065.46
2.93741E+38,185753.27
2.26095E+38,125135.445
1.81601E+38,134185.84
1.90489E+38,189649.69
2.59736E+38,99962.44
1.86589E+38,101274.805
2.42607E+37,135980.97
2.0593E+38,77975.49
2.41182E+38,186056.19
9.86981E+37,102385
1.26253E+38,76412.195
2.69167E+38,83277.29
2.67527E+38,55301.04
3.00794E+38,186824.97
7.53898E+37,126301.05
1.35852E+38,195432.73
2.68831E+38,128747.37
1.36624E+38,78780.96
2.37309E+38,128086.75
1.23409E+38,210914.02
3.14238E+38,92085.414
3.14951E+38,108191.12
2.18743E+38,105978.06
3.21265E+38,134301.47
1.44119E+38,99398.195
3.30113E+37,103431.37
2.29563E+38,103958.87
2.06648E+38,86669.516
2.90686E+38,145716.53
2.62359E+38,155649.12
2.701E+38,59936.35
4.55041E+37,131317.9
1.16419E+38,56815.574
8.91104E+37,81773.46
3.33487E+38,109530.914
1.4922E+38,130094.516
2.49382E+38,123003.91
7.38728E+37,118130.28
5.36099E+37,187816.1
2.25982E+38,209076.44
4.2769E+36,77838.055
1.1842E+38,206691
3.01523E+38,148915.06
2.1696E+38,151783.69
1.23328E+38,167930.88
2.38254E+38,161837.84
1.03552E+38,173009.25
7.65449E+37,162434
2.40778E+38,39791.793
3.2824E+38,147711.9
2.28037E+38,126707.21
1.5985E+38,107142.24
2.21293E+38,165480.62
6.03435E+37,99463.54
1.89037E+38,176761.72
5.76639E+37,163663.34
8.12189E+37,63611.35
2.85959E+38,158630.78
9.23949E+37,289800.75
3.00203E+38,137686.89
1.73649E+38,174708
2.04605E+37,193501
3.00263E+38,120954.07
3.15203E+38,133259.28
8.72352E+37,131390.69
1.97003E+38,118924.69
1.48129E+37,166692.97
6.84359E+37,108620.02
6.91045E+37,124063.52
3.00467E+37,107595.53
2.93384E+38,103966.83
1.69531E+38,98146.76
2.82959E+38,116665.88
1.45715E+38,106913.336
2.16184E+38,107785.73
1.08419E+38,101146.62
2.22565E+38,117491.44
2.2749E+38,62169.203
4.62399E+37,105848.17
3.05262E+37,78534.94
6.21898E+37,154526.75
1.71994E+36,89085.68
1.50137E+37,162794.64
1.58857E+38,279153.3
3.06017E+37,194143.9
2.70163E+38,199388.25
4.3963E+37,86528.445
1.46659E+37,103538.58
9.3563E+37,211788.44
1.95466E+38,116399.6
1.68585E+38,126371.96
3.05742E+38,295439.66
5.91677E+37,200049.25
3.11837E+37,201496.23
2.97904E+38,99395.945
2.42628E+38,51683.71
2.30757E+38,113255.68
9.81203E+37,104550.4
2.56639E+38,69371.37
7.9187E+37,119562.055
3.11753E+38,139976.62
2.04829E+38,141908.25
3.19105E+38,167705.31
1.26714E+38,157292.66
7.01488E+37,69956.73
2.03366E+38,82684.97
1.75899E+38,138056.53
4.70015E+37,169996.34
2.76511E+38,72395.46
7.64521E+37,119489.805
6.96933E+37,60592.1
3.03826E+38,213398.6
1.71492E+38,154384.31
3.27761E+38,110674.195
1.5597E+38,103359.77
6.60004E+37,138502.86
1.31319E+38,103737.83
1.46392E+38,124885.05
3.63092E+37,225850.25
1.46746E+38,153308.9
3.20993E+38,209057.94
3.26283E+38,117852.414
3.58892E+37,121962.18
2.3106E+38,166250.81
1.60457E+37,78977.72
2.58517E+38,176846.22
2.28266E+38,146938.48
2.82233E+38,79337.01
1.64787E+38,197044.1
2.31799E+38,100546.65
9.5716E+36,117012.32
1.96414E+38,167367.92
2.82671E+38,160602.5
1.19975E+38,104514.766
1.79025E+38,194026.19
9.5814E+37,141388.66
1.92777E+38,70709.05
2.62467E+38,269832.44
6.4298E+37,152310.86
1.34939E+38,134435.19
1.76699E+37,187920.58
6.63498E+37,103143.414
2.84034E+38,64663.68
3.21005E+37,121376.3
1.29922E+38,129103.414
2.83358E+38,113222.05
2.97962E+38,83319.51
7.35265E+37,161362.89
7.46118E+37,61287.348
3.24478E+38,79105.016
6.37808E+37,214522.94
2.92604E+38,202666.72
8.28469E+37,96677.08
8.1364E+37,76621.03
1.81196E+38,119705.54
6.24885E+37,115618.195
1.31346E+38,141914.25
1.89653E+38,108485.68
1.7673E+38,99449.27
3.1058E+38,83443.82
2.1489E+38,111753.27
2.39917E+38,241032.4
2.50071E+38,152906.16
2.80454E+38,134679.64
9.7397E+37,144341.66
1.22204E+38,78333.07
9.92451E+37,58869.062
1.95303E+38,119283.85
2.72609E+37,126285.555
1.07196E+38,93239.44
1.61896E+38,242550.62
1.78481E+38,195574.33
1.02006E+38,81404.805
1.59451E+38,113703.93
1.86024E+37,95201.65
1.48884E+38,80325.74
2.05138E+38,133297.31
3.39891E+38,149846.22
2.39269E+38,178225.16
1.51912E+38,56790.016
3.38387E+37,157096.36
7.93596E+37,281812.7
6.2158E+37,158277.88
3.02692E+38,183455.69
1.45882E+38,95114.305
8.96745E+37,97685.65
1.4928E+38,115062.29
2.57364E+38,70080.4
1.57012E+38,141681.88
2.16861E+38,94723.35
6.45817E+37,86786.02
2.83469E+38,87640.78
1.05012E+37,166943.98
2.01947E+38,85315.02
8.54544E+37,65479.89
3.04465E+38,126400.336
1.42477E+38,192130.39
6.035E+37,98148.26
2.01052E+38,200031.1
3.21296E+38,72724.76
3.34394E+38,150728.62
4.0676E+37,111828.66
2.1677E+38,66526.2
2.65536E+38,113730.81
1.92333E+38,135948.84
9.48181E+37,132124.48
2.21474E+38,47388.992
1.01789E+38,114330.91
2.35707E+37,79054.836
2.76798E+38,70376.54
3.37508E+38,87765.24
2.51075E+38,135642.5
3.26074E+38,132469.94
1.92444E+38,113639.34
2.35826E+38,155928
2.62355E+38,79729.484
1.88691E+37,103085.18
3.22853E+37,59575.58
3.24614E+38,145271.69
3.78804E+37,126658.43
1.2553E+38,88118.29
2.03342E+38,207362.17
2.42942E+38,85459.21
2.18898E+38,112543.9
8.92333E+37,189431.8
1.95886E+38,35599.54
2.56177E+38,100853.85
2.3772E+37,44520.676
1.63371E+38,136345.6
1.89585E+38,170993.25
2.64235E+38,83978.79
2.13975E+38,85059.46
9.07292E+37,199866.86
4.97891E+37,112743.58
2.87226E+38,81621.055
8.87359E+37,153602.34
7.71293E+37,212711.55
1.01106E+37,67007.35
2.76403E+38,145799.72
3.00996E+38,117920.46
1.61456E+38,197438.56
1.59714E+37,126152.53
3.39883E+38,128542.5
8.18335E+37,88462.26
4.52811E+37,183272.66
1.74536E+38,96482.51
1.58972E+38,167302.34
3.15351E+38,67437.734
2.70624E+38,132255.62
9.2965E+37,102014.73
1.61017E+38,123024.77
3.0885E+38,120802.63
1.57973E+38,91905.12
1.41508E+38,182264.38
2.86455E+38,125411.29
5.47532E+37,159133.4
2.94315E+36,99472.625
1.01627E+38,124522.195
2.07048E+38,90544.63
2.30762E+38,128951.04
9.35962E+37,73239.47
7.91486E+37,140240.53
3.39091E+38,196872.7
2.2471E+38,155495.31
2.00358E+38,142610.16
2.04658E+38,48652.137
1.47318E+37,110493.43
1.18733E+38,110279.97
2.1594E+38,156197.69
3.1668E+38,72758.305
2.11522E+38,117784.49
1.16662E+38,213464.92
1.44506E+38,87832.78
8.25721E+37,134671.5
9.86074E+37,99177.9
8.3817E+37,147905.64
2.32631E+38,99398.85
2.87562E+38,156145.16
1.93047E+38,243162.58
1.22663E+37,197438.22
2.58015E+38,120182.48
1.14879E+38,73732.93
2.86118E+38,107285.875
2.97709E+38,107203.93
5.07139E+37,97515.984
1.85848E+38,63323.062
3.22522E+38,59106.527
4.09495E+37,79363.87
3.35934E+38,140435.73
1.38711E+38,106252.28
4.59648E+37,177740.45
6.6227E+37,106150.625
2.96075E+38,70613.49
1.67974E+38,127569.45
2.13047E+38,66643.52
8.82482E+37,175544.64
3.05714E+38,173568.53
1.3715E+38,68387.21
1.09449E+38,128326.87
2.24142E+38,247587.69
2.1555E+38,119672.96
1.08355E+38,94655.48
1.46205E+38,106325.55
1.51603E+38,117578.06
2.57224E+38,115326.77
2.40507E+38,148318.4
1.97566E+38,82400.84
2.95769E+37,178189.88
5.52924E+37,101359.195
6.79637E+37,190617.88
1.84702E+38,175637.92
1.92715E+38,81998.57
1.86263E+38,133245.97
7.2373E+37,86452.695
4.12686E+37,229782.66
2.18003E+38,115245.86
1.97588E+38,153486.14
9.37357E+37,199495.6
2.14935E+38,167217.62
7.53875E+37,87502.38
1.4327E+38,71497.375
1.04552E+38,141406.44
3.30148E+38,78972.695
2.46152E+38,100416.29
1.24503E+38,155883.47
9.30746E+37,101280.25
2.63336E+38,83378.56
2.20528E+37,121047.15
2.68066E+38,143306.27
8.9014E+37,21554.303
3.82887E+37,90050.71
1.76005E+38,118602.99
2.61739E+38,117649.734
2.67022E+38,199241.06
6.75134E+37,250022
5.74005E+37,169360.97
1.95081E+38,109860.086
2.32638E+38,203517.6
2.87171E+38,218280.45
1.42612E+38,220755.95
1.82509E+38,72019.99
2.92163E+38,91920.32
1.50485E+38,78715.43
3.30184E+38,78792.055
2.80498E+38,185102.33
2.59952E+37,148001.84
2.93485E+38,61081.414
2.17321E+38,132788.4
5.8305E+37,166393.28
1.73704E+38,55777.406
2.94305E+38,93955.64
1.24099E+38,189360.92
1.54387E+38,157643.27
9.07227E+37,84299.086
1.4696E+38,121507.586
1.40598E+38,84490.82
1.36102E+38,110724.67
2.01171E+38,189291.97
2.04932E+38,102024.38
1.1246E+38,90568.27
2.48726E+38,62920.258
2.722E+36,92296.484
3.18037E+38,91292.305
1.83321E+38,110083.12
8.42664E+37,151226.56
8.28983E+36,72758.32
1.39422E+38,67675.52
5.76949E+36,96975.555
1.71993E+38,114569.625
5.96533E+37,89364.35
2.51147E+38,132251.12
2.74126E+38,50950.43
2.72202E+38,213636.48
1.70279E+38,151739.81
2.86419E+38,92735.76
3.09191E+38,95451.266
1.90805E+38,209773.7
1.91955E+37,91718.93
1.3815E+38,91745.61
3.19352E+38,138191.95
3.31693E+38,187108.34
3.2108E+38,60305.094
3.23941E+38,175871.84
2.81614E+38,216968.16
3.10673E+38,111647.41
7.14265E+37,148449.45
1.87628E+38,201695.95
1.26812E+38,69606.37
1.35682E+38,58483.86
3.34566E+37,99622.414
1.56418E+38,137648.73
3.32078E+38,92553
2.48216E+38,226447.9
9.93305E+37,152752.5
1.55506E+38,115433.23
4.40111E+37,78965.54
